Sigla,Nome,Setor,Mercado
HCA,HCA Healthcare Inc. Common Stock,Health Care,NASDAQ
HCAC,Hennessy Capital Acquisition Corp. IV Class A Common Stock,Capital Goods,NASDAQ
HCACU,Hennessy Capital Acquisition Corp. IV Unit,Capital Goods,NASDAQ
HCACW,Hennessy Capital Acquisition Corp. IV Warrant,Capital Goods,NASDAQ
HCAP,Harvest Capital Credit Corporation Common Stock,,NASDAQ
HCAPZ,Harvest Capital Credit Corporation 6.125% Notes due 2022,,NASDAQ
HCAR,Healthcare Services Acquisition Corporation,,NASDAQ
HCARU,Healthcare Services Acquisition Corporation Unit,Finance,NASDAQ
HCARW,Healthcare Services Acquisition Corporation,,NASDAQ
HCAT,Health Catalyst Inc Common Stock,Technology,NASDAQ
HCC,Warrior Met Coal Inc. Common Stock,Energy,NASDAQ
HCCH,HL Acquisitions Corp. Ordinary Shares,Public Utilities,NASDAQ
HCCHR,HL Acquisitions Corp. Right,Public Utilities,NASDAQ
HCCHU,HL Acquisitions Corp. Unit,Public Utilities,NASDAQ
HCCHW,HL Acquisitions Corp. Warrant,Public Utilities,NASDAQ
HCCI,Heritage-Crystal Clean Inc. Common Stock,Basic Industries,NASDAQ
HCDI,Harbor Custom Development Inc. Common Stock,Capital Goods,NASDAQ
HCFT,Hunt Companies Finance Trust Inc. Common Stock,Consumer Services,NASDAQ
HCHC,HC2 Holdings Inc. Common Stock,Capital Goods,NASDAQ
HCI,HCI Group Inc. Common Stock,Finance,NASDAQ
HCKT,Hackett Group Inc (The). Common Stock,Consumer Services,NASDAQ
HCM,Hutchison China MediTech Limited American Depositary Shares,Health Care,NASDAQ
HCSG,Healthcare Services Group Inc. Common Stock,Health Care,NASDAQ
HCXY,Hercules Capital Inc. 6.25% Notes due 2033,,NASDAQ
HCXZ,Hercules Capital Inc. 5.25% Notes due 2025,,NASDAQ
HD,Home Depot Inc. (The) Common Stock,Consumer Services,NASDAQ
HDB,HDFC Bank Limited Common Stock,Finance,NASDAQ
HDS,HD Supply Holdings Inc. Common Stock,Consumer Services,NASDAQ
HDSN,Hudson Technologies Inc. Common Stock,Consumer Durables,NASDAQ
HE,Hawaiian Electric Industries Inc. Common Stock,Public Utilities,NASDAQ
HEAR,Turtle Beach Corporation Common Stock,Capital Goods,NASDAQ
HEC,Hudson Executive Investment Corp. Class A Common Stock,Finance,NASDAQ
HECCU,Hudson Executive Investment Corp. Units,Finance,NASDAQ
HECCW,Hudson Executive Investment Corp. Warrant,Finance,NASDAQ
HEES,H&E Equipment Services Inc. Common Stock,,NASDAQ
HEI,Heico Corporation Common Stock,Capital Goods,NASDAQ
HEI/A,Heico Corporation,,NASDAQ
HELE,Helen of Troy Limited Common Stock,Consumer Durables,NASDAQ
HELX,Franklin Genomic Advancements ETF,,NASDAQ
HEP,Holly Energy Partners L.P. Common Stock,Energy,NASDAQ
HEPA,Hepion Pharmaceuticals Inc. Common Stock,Health Care,NASDAQ
HEQ,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest,,NASDAQ
HES,Hess Corporation Common Stock,Energy,NASDAQ
HESM,Hess Midstream LP Class A Share,Energy,NASDAQ
HEXO,HEXO Corp. Common Shares,Consumer Durables,NASDAQ
HFBL,Home Federal Bancorp Inc. of Louisiana Common StocK,Finance,NASDAQ
HFC,HollyFrontier Corporation Common Stock,Energy,NASDAQ
HFEN,HF Enterprises Inc. Common Stock,Finance,NASDAQ
HFFG,HF Foods Group Inc. Common Stock,Consumer Non-Durables,NASDAQ
HFRO,Highland Income Fund,,NASDAQ
HFRO.PRA,Highland Income Fund,,NASDAQ
HFWA,Heritage Financial Corporation Common Stock,Finance,NASDAQ
HGBL,Heritage Global Inc. Common Stock,Miscellaneous,NASDAQ
HGEN,Humanigen Inc. Common Stock,Health Care,NASDAQ
HGH,Hartford Financial Services Group Inc. (The) 7.875% Fixed to Floating Rate Junior Subordinated Debentures due 2042,Finance,NASDAQ
HGLB,Highland Global Allocation Fund Common Stock,,NASDAQ
HGSH,China HGS Real Estate Inc. Common Stock,Finance,NASDAQ
HGV,Hilton Grand Vacations Inc. Common Stock ,Consumer Services,NASDAQ
HHC,Howard Hughes Corporation (The) Common Stock,Consumer Services,NASDAQ
HHR,HeadHunter Group PLC American Depositary Shares,Technology,NASDAQ
HI,Hillenbrand Inc Common Stock,Consumer Durables,NASDAQ
HIBB,Hibbett Sports Inc. Common Stock,Consumer Services,NASDAQ
HIE,Miller/Howard High Income Equity Fund Common Shares of Beneficial Interest,,NASDAQ
HIFS,Hingham Institution for Savings Common Stock,,NASDAQ
HIG,Hartford Financial Services Group Inc. (The) Common Stock,Finance,NASDAQ
HIG.PRG,Hartford Financial Services Group Inc. (The),,NASDAQ
HIGA.U,H.I.G. Acquisition Corp. Units each consisting of one Class A ordinary share $0.0001 par value and one-third of one redeemable warrant,,NASDAQ
HIHO,Highway Holdings Limited Common Stock,Capital Goods,NASDAQ
HII,Huntington Ingalls Industries Inc. Common Stock,Capital Goods,NASDAQ
HIL,Hill International Inc. Common Stock,Consumer Services,NASDAQ
HIMX,Himax Technologies Inc. American Depositary Shares,Technology,NASDAQ
HIO,Western Asset High Income Opportunity Fund Inc. Common Stock,,NASDAQ
HIW,Highwoods Properties Inc. Common Stock,Consumer Services,NASDAQ
HIX,Western Asset High Income Fund II Inc. Common Stock,,NASDAQ
HJLI,Hancock Jaffe Laboratories Inc. Common Stock,Health Care,NASDAQ
HJLIW,Hancock Jaffe Laboratories Inc. Warrants,Health Care,NASDAQ
HKIB,AMTD International Inc. American Depositary Shares each representing one Class A Ordinary Share,Finance,NASDAQ
HKIT,Hitek Global Inc.,Technology,NASDAQ
HL,Hecla Mining Company Common Stock,Basic Industries,NASDAQ
HL.PRB,Hecla Mining Company,,NASDAQ
HLF,Herbalife Nutrition Ltd. Common Stock,Health Care,NASDAQ
HLG,Hailiang Education Group Inc. American Depositary Shares,Consumer Services,NASDAQ
HLI,Houlihan Lokey Inc. Class A Common Stock,Finance,NASDAQ
HLIO,Helios Technologies Inc. Common Stock,Capital Goods,NASDAQ
HLIT,Harmonic Inc. Common Stock,Technology,NASDAQ
HLM.PR,Hillman Group Capital Trust,,NASDAQ
HLNE,Hamilton Lane Incorporated Class A Common Stock,Finance,NASDAQ
HLT,Hilton Worldwide Holdings Inc. Common Stock ,Consumer Services,NASDAQ
HLX,Helix Energy Solutions Group Inc. Common Stock,Energy,NASDAQ
HLXA,Helix Acquisition Corp. Class A Ordinary Shares,Finance,NASDAQ
HMC,Honda Motor Company Ltd. Common Stock,Capital Goods,NASDAQ
HMCOU,HumanCo Acquisition Corp.,,NASDAQ
HMG,HMG/Courtland Properties Inc. Common Stock,Consumer Services,NASDAQ
HMHC,Houghton Mifflin Harcourt Company Common Stock,Consumer Services,NASDAQ
HMI,Huami Corporation American Depositary Shares each representing four Class A Ordinary Shares,Technology,NASDAQ
HMLP,Hoegh LNG Partners LP Common Units representing Limited Partner Interests,Consumer Services,NASDAQ
HMLP.PRA,Hoegh LNG Partners LP,,NASDAQ
HMN,Horace Mann Educators Corporation Common Stock,Finance,NASDAQ
HMNF,HMN Financial Inc. Common Stock,Finance,NASDAQ
HMST,HomeStreet Inc. Common Stock,Finance,NASDAQ
HMSY,HMS Holdings Corp (DE),Miscellaneous,NASDAQ
HMTV,Hemisphere Media Group Inc. Class A Common Stock,Consumer Services,NASDAQ
HMY,Harmony Gold Mining Company Limited,Basic Industries,NASDAQ
HNGR,Hanger Inc. Common Stock,Health Care,NASDAQ
HNI,HNI Corporation Common Stock,Consumer Durables,NASDAQ
HNNA,Hennessy Advisors Inc. Common Stock,Finance,NASDAQ
HNP,Huaneng Power Intl Common Stock,Public Utilities,NASDAQ
HNRG,Hallador Energy Company Common Stock,Energy,NASDAQ
HNW,Pioneer Diversified High Income Trust Pioneer Diversified High Income Trust Common Shares of Beneficial Interest,,NASDAQ
HOFT,Hooker Furniture Corporation Common Stock,Consumer Durables,NASDAQ
HOFV,Hall of Fame Resort & Entertainment Company Common Stock,Consumer Services,NASDAQ
HOFVW,Hall of Fame Resort &amp; Entertainment Company Warrant,Consumer Services,NASDAQ
HOG,Harley-Davidson Inc. Common Stock,Consumer Non-Durables,NASDAQ
HOL,Holicity Inc. Class A Common Stock,Finance,NASDAQ
HOLI,Hollysys Automation Technologies Ltd. Common Shares (British Virgin Islands),Energy,NASDAQ
HOLUU,Holicity Inc. Unit,Finance,NASDAQ
HOLUW,Holicity Inc. Warrant,Finance,NASDAQ
HOLX,Hologic Inc. Common Stock,Health Care,NASDAQ
HOMB,Home BancShares Inc. Common Stock,Finance,NASDAQ
HOME,At Home Group Inc. Common Stock,Consumer Services,NASDAQ
HON,Honeywell International Inc. Common Stock,Capital Goods,NASDAQ
HONE,HarborOne Bancorp Inc. Common Stock,Finance,NASDAQ
HOOK,HOOKIPA Pharma Inc. Common Stock,Health Care,NASDAQ
HOPE,Hope Bancorp Inc. Common Stock,Finance,NASDAQ
HOTH,Hoth Therapeutics Inc. Common Stock,Health Care,NASDAQ
HOV,Hovnanian Enterprises Inc. Class A Common Stock,Capital Goods,NASDAQ
HOVNP,Hovnanian Enterprises Inc Dep Shr Srs A Pfd,Capital Goods,NASDAQ
HP,Helmerich & Payne Inc. Common Stock,Energy,NASDAQ
HPE,Hewlett Packard Enterprise Company Common Stock,Technology,NASDAQ
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II,,NASDAQ
HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest,,NASDAQ
HPK,HighPeak Energy Inc. Common Stock,Energy,NASDAQ
HPKEW,HighPeak Energy Inc. Warrant,Energy,NASDAQ
HPP,Hudson Pacific Properties Inc. Common Stock,Finance,NASDAQ
HPQ,HP Inc. Common Stock,Technology,NASDAQ
HPR,HighPoint Resources Corporation Common Stock,Energy,NASDAQ
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III,,NASDAQ
HPX,HPX Corp. Class A Ordinary Shares,Finance,NASDAQ
HPX.U,HPX Corp. Units each consisting of one Class A ordinary share and one-half of one redeemable warrant,,NASDAQ
HPX.WS,HPX Corp. Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50,,NASDAQ
HQH,Tekla Healthcare Investors Common Stock,,NASDAQ
HQI,HireQuest Inc. Common Stock (DE),Technology,NASDAQ
HQL,TeklaLife Sciences Investors Common Stock,,NASDAQ
HQY,HealthEquity Inc. Common Stock,Miscellaneous,NASDAQ
HR,Healthcare Realty Trust Incorporated Common Stock,Consumer Services,NASDAQ
HRB,H&R Block Inc. Common Stock,Consumer Services,NASDAQ
HRC,Hill-Rom Holdings Inc Common Stock,Health Care,NASDAQ
HRI,Herc Holdings Inc. Common Stock ,,NASDAQ
HRL,Hormel Foods Corporation Common Stock,Consumer Non-Durables,NASDAQ
HRMY,Harmony Biosciences Holdings Inc. Common Stock,Health Care,NASDAQ
HROW,Harrow Health Inc. Common Stock,Health Care,NASDAQ
HRTG,Heritage Insurance Holdings Inc. Common Stock,Finance,NASDAQ
HRTX,Heron Therapeutics Inc. Common Stock,Health Care,NASDAQ
HRZN,Horizon Technology Finance Corporation Common Stock,,NASDAQ
HSAQ,Health Sciences Acquisitions Corporation 2 Ordinary Shares,Finance,NASDAQ
HSBC,HSBC Holdings plc. Common Stock,Finance,NASDAQ
HSBC.PRA,HSBC Holdings plc,,NASDAQ
HSC,Harsco Corporation Common Stock,Consumer Services,NASDAQ
HSDT,Helius Medical Technologies Inc. Class A Common Stock (DE),Health Care,NASDAQ
HSIC,Henry Schein Inc. Common Stock,Health Care,NASDAQ
HSII,Heidrick & Struggles International Inc. Common Stock,Technology,NASDAQ
HSKA,Heska Corporation Common Stock,Health Care,NASDAQ
HSON,Hudson Global Inc. Common Stock,Technology,NASDAQ
HST,Host Hotels & Resorts Inc. Common Stock,Consumer Services,NASDAQ
HSTM,HealthStream Inc. Common Stock,Technology,NASDAQ
HSTO,Histogen Inc. Common Stock,Health Care,NASDAQ
HSY,The Hershey Company Common Stock,Consumer Non-Durables,NASDAQ
HT,Hersha Hospitality Trust Class A Common Shares of Beneficial Interest,Consumer Services,NASDAQ
HT.PRC,Hersha Hospitality Trust,,NASDAQ
HT.PRD,Hersha Hospitality Trust,,NASDAQ
HT.PRE,Hersha Hospitality Trust,,NASDAQ
HTA,Healthcare Trust of America Inc. Class A Common Stock,Consumer Services,NASDAQ
HTBI,HomeTrust Bancshares Inc. Common Stock,Finance,NASDAQ
HTBK,Heritage Commerce Corp Common Stock,Finance,NASDAQ
HTBX,Heat Biologics Inc. Common Stock,Health Care,NASDAQ
HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,,NASDAQ
HTFA,Horizon Technology Finance Corporation 6.25% Notes due 2022,,NASDAQ
HTGC,Hercules Capital Inc. Common Stock,,NASDAQ
HTGM,HTG Molecular Diagnostics Inc. Common Stock,Capital Goods,NASDAQ
HTH,Hilltop Holdings Inc.,Finance,NASDAQ
HTHT,Huazhu Group Limited American Depositary Shares,Consumer Services,NASDAQ
HTIA,Healthcare Trust Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock,Consumer Services,NASDAQ
HTLD,Heartland Express Inc. Common Stock,Transportation,NASDAQ
HTLF,Heartland Financial USA Inc. Common Stock,Finance,NASDAQ
HTLFP,Heartland Financial USA Inc. Depositary Shares each representing a 1/400th ownership interest in a share of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,Finance,NASDAQ
HTPA.U,Highland Transcend Partners I Corp. Units each consisting of one Class A ordinary share and one-third of one redeemable warrant,,NASDAQ
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund Common Shares of Beneficial Interest,,NASDAQ
HUBB,Hubbell Inc Common Stock,Capital Goods,NASDAQ
HUBG,Hub Group Inc. Class A Common Stock,Transportation,NASDAQ
HUBS,HubSpot Inc. Common Stock,Technology,NASDAQ
HUGE,FSD Pharma Inc. Class B Subordinate Voting Shares,Health Care,NASDAQ
HUIZ,Huize Holding Limited American Depositary Shares,Finance,NASDAQ
HUM,Humana Inc. Common Stock,Health Care,NASDAQ
HUN,Huntsman Corporation Common Stock,Basic Industries,NASDAQ
HURC,Hurco Companies Inc. Common Stock,Capital Goods,NASDAQ
HURN,Huron Consulting Group Inc. Common Stock,Consumer Services,NASDAQ
HUSA,Houston American Energy Corporation Common Stock,Energy,NASDAQ
HUSN,Hudson Capital Inc. Ordinary Shares,Consumer Services,NASDAQ
HUYA,HUYA Inc. American depositary shares each  representing one Class A ordinary share,Technology,NASDAQ
HVBC,HV Bancorp Inc. Common Stock,Finance,NASDAQ
HVT,Haverty Furniture Companies Inc. Common Stock,Consumer Services,NASDAQ
HVT/A,Haverty Furniture Companies Inc.,,NASDAQ
HWBK,Hawthorn Bancshares Inc. Common Stock,Finance,NASDAQ
HWC,Hancock Whitney Corporation Common Stock,Finance,NASDAQ
HWCC,Houston Wire & Cable Company Common Stock,Consumer Non-Durables,NASDAQ
HWCPL,Hancock Whitney Corporation 5.95% Subordinated Notes due 2045,Finance,NASDAQ
HWCPZ,Hancock Whitney Corporation 6.25% Subordinated Notes due 2060,Finance,NASDAQ
HWKN,Hawkins Inc. Common Stock,Consumer Durables,NASDAQ
HWM,Howmet Aerospace Inc. Common Stock,Capital Goods,NASDAQ
HWM.PR,Howmet Aerospace Inc.,,NASDAQ
HX,Hexindai Inc. ADR,Finance,NASDAQ
HXL,Hexcel Corporation Common Stock,Basic Industries,NASDAQ
HY,Hyster-Yale Materials Handling Inc. Class A Common Stock,Capital Goods,NASDAQ
HYAC,Haymaker Acquisition Corp. II Class A Common Stock,Finance,NASDAQ
HYACU,Haymaker Acquisition Corp. II Unit,Finance,NASDAQ
HYACW,Haymaker Acquisition Corp. II Warrant,Finance,NASDAQ
HYB,New America High Income Fund Inc. (The) Common Stock,,NASDAQ
HYFM,Hydrofarm Holdings Group Inc.,,NASDAQ
HYGO,Hygo Energy Transition Ltd.,Public Utilities,NASDAQ
HYI,Western Asset High Yield Defined Opportunity Fund Inc. Common Stock,,NASDAQ
HYLN,Hyliion Holdings Corp. Class A Common Stock,Capital Goods,NASDAQ
HYLN.WS,Hyliion Holdings Corp. Warrants,,NASDAQ
HYMC,Hycroft Mining Holding Corporation Class A Common Stock,Basic Industries,NASDAQ
HYMCW,Hycroft Mining Holding Corporation  Warrant,Basic Industries,NASDAQ
HYMCZ,Hycroft Mining Holding Corporation Warrant,Basic Industries,NASDAQ
HYRE,HyreCar Inc. Common Stock,Consumer Services,NASDAQ
HYT,Blackrock Corporate High Yield Fund Inc. Common Stock,,NASDAQ
HZAC,Horizon Acquisition Corporation Class A Ordinary Shares,Finance,NASDAQ
HZAC.U,Horizon Acquisition Corporation Units each consisting of one Class A Ordinary Shares and one-third of one Redeemable warrant,,NASDAQ
HZAC.WS,Horizon Acquisition Corporation Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50,,NASDAQ
HZN,Horizon Global Corporation Common Shares,Capital Goods,NASDAQ
HZNP,Horizon Therapeutics Public Limited Company Ordinary Shares,Health Care,NASDAQ
HZO,MarineMax Inc.  (FL) Common Stock,Consumer Services,NASDAQ
HZON.U,Horizon Acquisition Corporation II Units each consisting of one Class A ordinary share and one-third of one redeemable warrant,,NASDAQ
IAA,IAA Inc. Common Stock ,Consumer Durables,NASDAQ
IAC,IAC/InterActiveCorp Common Stock,Consumer Services,NASDAQ
IACA,ION Acquisition Corp 1 Ltd. Class A Ordinary Shares,Finance,NASDAQ
IACA.U,ION Acquisition Corp 1 Ltd. Units each consisting of one Class A ordinary share and one-third of one redeemable warrant,,NASDAQ
IACA.WS,ION Acquisition Corp 1 Ltd. Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share,,NASDAQ
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,,NASDAQ
IAF,Aberdeen Australia Equity Fund Inc Common Stock,,NASDAQ
IAG,Iamgold Corporation Ordinary Shares,Basic Industries,NASDAQ
IART,Integra LifeSciences Holdings Corporation Common Stock,Health Care,NASDAQ
IBA,Industrias Bachoco S.A.B. de C.V. Common Stock,Consumer Non-Durables,NASDAQ
IBCP,Independent Bank Corporation Common Stock,Finance,NASDAQ
IBEX,IBEX Limited Common Shares,Technology,NASDAQ
IBHF,iShares iBonds 2026 Term High Yield and Income ETF,,NASDAQ
IBIO,iBio Inc. Common Stock,Health Care,NASDAQ
IBKR,Interactive Brokers Group Inc. Class A Common Stock,Finance,NASDAQ
IBM,International Business Machines Corporation Common Stock,Technology,NASDAQ
IBN,ICICI Bank Limited Common Stock,Finance,NASDAQ
IBOC,International Bancshares Corporation Common Stock,Finance,NASDAQ
IBP,Installed Building Products Inc. Common Stock,Basic Industries,NASDAQ
IBTX,Independent Bank Group Inc Common Stock,Finance,NASDAQ
ICAD,iCAD Inc. Common Stock,Health Care,NASDAQ
ICBK,County Bancorp Inc. Common Stock,Finance,NASDAQ
ICCC,ImmuCell Corporation Common Stock,Health Care,NASDAQ
ICCH,ICC Holdings Inc. Common Stock,Finance,NASDAQ
ICD,Independence Contract Drilling Inc. Common Stock,Energy,NASDAQ
ICE,Intercontinental Exchange Inc. Common Stock,Finance,NASDAQ
ICFI,ICF International Inc. Common Stock,Consumer Services,NASDAQ
ICHR,Ichor Holdings Ordinary Shares,Technology,NASDAQ
ICL,ICL Group Ltd. Ordinary Shares,Basic Industries,NASDAQ
ICLK,iClick Interactive Asia Group Limited American Depositary Shares,Technology,NASDAQ
ICLR,ICON plc Ordinary Shares,Health Care,NASDAQ
ICMB,Investcorp Credit Management BDC Inc. Common Stock,,NASDAQ
ICON,Iconix Brand Group Inc. Common Stock,Consumer Non-Durables,NASDAQ
ICPT,Intercept Pharmaceuticals Inc. Common Stock,Health Care,NASDAQ
ICUI,ICU Medical Inc. Common Stock,Health Care,NASDAQ
ID,PARTS iD Inc. Class A Common Stock,Technology,NASDAQ
IDA,IDACORP Inc. Common Stock,Public Utilities,NASDAQ
IDCC,InterDigital Inc. Common Stock,Miscellaneous,NASDAQ
IDE,Voya Infrastructure Industrials and Materials Fund Common Shares of Beneficial Interest,,NASDAQ
IDEX,Ideanomics Inc. Common Stock,Capital Goods,NASDAQ
IDN,Intellicheck Inc. Common Stock,Technology,NASDAQ
IDRA,Idera Pharmaceuticals Inc. Common Stock,Health Care,NASDAQ
IDT,IDT Corporation Class B Common Stock,Public Utilities,NASDAQ
IDXG,Interpace Biosciences Inc. Common Stock,Health Care,NASDAQ
IDXX,IDEXX Laboratories Inc. Common Stock,Health Care,NASDAQ
IDYA,IDEAYA Biosciences Inc. Common Stock,Health Care,NASDAQ
IEA,Infrastructure and Energy Alternatives Inc. Common Stock,Finance,NASDAQ
IEAWW,Infrastructure and Energy Alternatives Inc. Warrant,Finance,NASDAQ
IEC,IEC Electronics Corp. Common Stock,Technology,NASDAQ
IEP,Icahn Enterprises L.P. Common Stock,Capital Goods,NASDAQ
IESC,IES Holdings Inc. Common Stock,Capital Goods,NASDAQ
IEX,IDEX Corporation Common Stock,Capital Goods,NASDAQ
IFF,Internationa Flavors & Fragrances Inc. Common Stock,Basic Industries,NASDAQ
IFFT,International Flavors & Fragrances Inc. 6.00% Tangible Equity Units,Basic Industries,NASDAQ
IFMK,iFresh Inc. Common Stock,Consumer Services,NASDAQ
IFN,India Fund Inc. (The) Common Stock,,NASDAQ
IFRX,InflaRx N.V. Common Stock,,NASDAQ
IFS,Intercorp Financial Services Inc. Common Shares,Finance,NASDAQ
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,,NASDAQ
IGAC,IG Acquisition Corp. Class A Common Stock,Finance,NASDAQ
IGACU,IG Acquisition Corp. Unit,Finance,NASDAQ
IGACW,IG Acquisition Corp. Warrant,Finance,NASDAQ
IGC,India Globalization Capital Inc. Common Stock,Technology,NASDAQ
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,,NASDAQ
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock,,NASDAQ
IGIC,International General Insurance Holdings Ltd. Ordinary Share,Finance,NASDAQ
